Product_ID,Product_Name,Category,Price,Stock_Available
206,Product_206,Furniture,32.96,1
207,Product_207,Toys,8.74,828
208,Product_208,Toys,124.46,8
209,Product_209,Books,-16.84,951
210,Product_210,Books,128.7,450
211,Product_211,Furniture,91.99,272
212,Product_212,Books,49.18,718
213,Product_213,Toys,186.79,278
214,Product_214,Furniture,-14.34,123
215,Product_215,Clothing,83.27,868
216,Product_216,Toys,9.22,711
217,Product_217,Toys,108.03,104
218,Product_218,Furniture,75.92,875
219,Product_219,Electronics,-9.3,752
220,Product_220,Electronics,83.17,63
221,Product_221,Clothing,-19.6,747
222,Product_222,Clothing,185.51,552
223,Product_223,Toys,132.94,987
224,Product_224,Clothing,134.32,580
225,Product_225,Books,188.81,84
226,Product_226,Clothing,126.41,423
227,Product_227,Electronics,184.6,808
228,Product_228,Books,9.62,121
229,Product_229,Clothing,84.18,495
230,Product_230,Electronics,86.14,821
231,Product_231,Clothing,153.41,634
232,Product_232,Books,21.11,685
233,Product_233,Books,34.75,751
234,Product_234,Furniture,57.41,773
235,Product_235,Electronics,51.8,941
236,Product_236,Books,65.86,871
237,Product_237,Furniture,189.13,462
238,Product_238,Books,80.89,891
239,Product_239,Clothing,146.53,647
240,Product_240,Books,55.15,61
241,Product_241,Books,41.38,913
242,Product_242,Clothing,37.22,995
243,Product_243,Books,128.43,144
244,Product_244,Toys,58.7,694
245,Product_245,Clothing,-7.21,568
246,Product_246,Furniture,83.69,68
247,Product_247,Toys,72.05,542
248,Product_248,Furniture,103.2,953
249,Product_249,Books,57.78,477
250,Product_250,Electronics,27.07,469
251,Product_251,Books,167.44,470
252,Product_252,Electronics,105.48,278
253,Product_253,Electronics,68.31,621
254,Product_254,Furniture,-8.67,524
255,Product_255,Furniture,163.51,699
256,Product_256,Books,-8.43,119
257,Product_257,Electronics,1.29,378
258,Product_258,Electronics,190.12,426
259,Product_259,Electronics,76.45,540
260,Product_260,Toys,170.0,327
261,Product_261,Electronics,43.31,725
262,Product_262,Furniture,31.32,860
263,Product_263,Furniture,58.8,868
264,Product_264,Toys,135.03,550
265,Product_265,Furniture,15.75,519
266,Product_266,Toys,123.71,761
267,Product_267,Books,16.06,872
268,Product_268,Clothing,173.65,877
269,Product_269,Electronics,92.18,939
270,Product_270,Clothing,10.41,446
271,Product_271,Books,96.83,182
272,Product_272,Furniture,63.04,256
273,Product_273,Furniture,151.36,530
274,Product_274,Clothing,165.86,919
275,Product_275,Clothing,69.11,624
276,Product_276,Toys,134.76,819
277,Product_277,Toys,119.88,857
278,Product_278,Clothing,132.35,217
279,Product_279,Clothing,75.43,185
280,Product_280,Clothing,189.33,894
281,Product_281,Furniture,88.2,794
282,Product_282,Furniture,8.28,589
283,Product_283,Toys,132.19,771
284,Product_284,Furniture,159.65,45
285,Product_285,Electronics,104.47,955
286,Product_286,Furniture,2.93,633
287,Product_287,Electronics,16.56,331
288,Product_288,Books,52.79,865
289,Product_289,Toys,150.69,900
290,Product_290,Electronics,105.37,50
291,Product_291,Electronics,167.7,116
292,Product_292,Electronics,187.51,662
293,Product_293,Toys,73.96,580
294,Product_294,Furniture,22.22,190
295,Product_295,Books,62.02,65
296,Product_296,Toys,141.63,572
297,Product_297,Clothing,47.29,340
298,Product_298,Clothing,115.29,385
299,Product_299,Electronics,121.42,151
300,Product_300,Furniture,55.43,764
301,Product_301,Books,-14.3,804
302,Product_302,Toys,120.26,900
303,Product_303,Books,5.08,577
304,Product_304,Toys,103.84,682
305,Product_305,Clothing,-3.82,-2
306,Product_306,Books,98.45,179
307,Product_307,Clothing,180.0,885
308,Product_308,Electronics,24.02,282
309,Product_309,Books,155.49,178
310,Product_310,Books,11.15,880
311,Product_311,Electronics,183.62,53
312,Product_312,Toys,4.6,578
313,Product_313,Toys,178.78,508
314,Product_314,Toys,21.38,293
315,Product_315,Books,66.73,288
316,Product_316,Toys,150.21,19
317,Product_317,Electronics,51.88,992
318,Product_318,Books,139.98,193
319,Product_319,Electronics,54.39,376
320,Product_320,Toys,142.03,593
321,Product_321,Electronics,20.62,597
322,Product_322,Electronics,-12.39,145
323,Product_323,Books,105.57,636
324,Product_324,Toys,57.16,259
325,Product_325,Clothing,181.63,615
326,Product_326,Furniture,40.92,54
327,Product_327,Toys,109.26,681
328,Product_328,Furniture,151.46,745
329,Product_329,Electronics,102.54,243
330,Product_330,Clothing,24.47,22
331,Product_331,Electronics,143.7,24
332,Product_332,Clothing,126.06,720
333,Product_333,Electronics,159.08,752
334,Product_334,Toys,4.85,92
335,Product_335,Toys,35.98,548
336,Product_336,Books,103.57,152
337,Product_337,Clothing,106.04,354
338,Product_338,Toys,58.05,337
339,Product_339,Books,-7.36,744
340,Product_340,Clothing,120.16,585
341,Product_341,Toys,152.47,188
342,Product_342,Clothing,-1.47,55
343,Product_343,Clothing,150.98,276
344,Product_344,Furniture,21.01,225
345,Product_345,Books,152.72,180
346,Product_346,Books,55.78,787
347,Product_347,Books,-0.09,815
348,Product_348,Furniture,73.14,392
349,Product_349,Clothing,149.03,749
350,Product_350,Toys,-9.64,411
351,Product_351,Toys,117.3,350
352,Product_352,Toys,31.61,216
353,Product_353,Electronics,147.51,506
354,Product_354,Furniture,79.69,802
355,Product_355,Books,164.72,233
356,Product_356,Clothing,6.28,675
357,Product_357,Toys,57.22,155
358,Product_358,Books,191.78,848
359,Product_359,Toys,61.96,487
360,Product_360,Clothing,186.33,11
361,Product_361,Clothing,152.33,632
362,Product_362,Clothing,95.71,495
363,Product_363,Toys,112.76,200
364,Product_364,Clothing,28.2,29
365,Product_365,Toys,120.88,218
366,Product_366,Electronics,167.39,403
367,Product_367,Furniture,66.07,863
368,Product_368,Clothing,7.67,832
369,Product_369,Furniture,51.35,557
370,Product_370,Toys,3.04,498
371,Product_371,Toys,71.28,634
372,Product_372,Books,97.51,165
373,Product_373,Books,39.08,853
374,Product_374,Electronics,1.57,148
375,Product_375,Books,12.81,436
376,Product_376,Electronics,145.71,394
377,Product_377,Books,31.01,791
378,Product_378,Electronics,23.42,846
379,Product_379,Toys,114.87,398
380,Product_380,Toys,22.75,366
381,Product_381,Clothing,-4.81,369
382,Product_382,Clothing,-12.7,746
383,Product_383,Clothing,-7.55,462
384,Product_384,Books,6.85,430
385,Product_385,Clothing,47.69,915
386,Product_386,Electronics,108.53,619
387,Product_387,Electronics,52.78,488
388,Product_388,Books,113.77,589
389,Product_389,Clothing,42.52,414
390,Product_390,Electronics,194.5,787
391,Product_391,Toys,11.03,666
392,Product_392,Books,190.15,523
393,Product_393,Books,39.7,626
394,Product_394,Books,47.72,717
395,Product_395,Toys,156.86,886
396,Product_396,Electronics,43.25,194
397,Product_397,Furniture,179.34,761
398,Product_398,Electronics,159.29,805
399,Product_399,Books,63.63,702
400,Product_400,Books,18.25,565
401,Product_401,Clothing,92.14,163
402,Product_402,Books,160.4,279
403,Product_403,Books,30.78,78
404,Product_404,Electronics,108.04,907
405,Product_405,Books,185.24,317
406,Product_406,Toys,5.39,730
407,Product_407,Books,-12.04,416
408,Product_408,Electronics,-15.94,782
409,Product_409,Toys,169.14,26
410,Product_410,Toys,200.0,800
411,Product_411,Electronics,137.28,359
412,Product_412,Electronics,154.36,311
413,Product_413,Books,119.31,268
414,Product_414,Toys,55.36,445
415,Product_415,Books,156.15,736
416,Product_416,Furniture,15.14,926
417,Product_417,Clothing,25.12,166
418,Product_418,Electronics,91.6,790
419,Product_419,Furniture,0.64,76
420,Product_420,Clothing,-15.29,269
421,Product_421,Furniture,50.57,190
422,Product_422,Furniture,120.29,975
423,Product_423,Books,26.57,168
424,Product_424,Toys,163.04,719
425,Product_425,Electronics,182.24,689
426,Product_426,Books,70.82,737
427,Product_427,Clothing,0.35,-4
428,Product_428,Books,128.16,447
429,Product_429,Furniture,8.73,228
430,Product_430,Furniture,26.07,525
431,Product_431,Electronics,173.62,898
432,Product_432,Electronics,-1.63,319
433,Product_433,Furniture,149.33,213
434,Product_434,Electronics,-10.89,365
435,Product_435,Books,63.02,290
436,Product_436,Furniture,-15.92,854
437,Product_437,Clothing,139.74,694
438,Product_438,Furniture,137.39,225
439,Product_439,Books,100.8,1
440,Product_440,Toys,70.83,882
441,Product_441,Clothing,94.63,809
442,Product_442,Electronics,29.83,657
443,Product_443,Clothing,40.63,281
444,Product_444,Electronics,153.39,453
445,Product_445,Electronics,107.66,960
446,Product_446,Books,159.15,173
447,Product_447,Toys,65.98,471
448,Product_448,Toys,153.88,351
449,Product_449,Clothing,104.26,107
450,Product_450,Toys,82.26,460
451,Product_451,Toys,101.0,338
452,Product_452,Clothing,-17.5,298
453,Product_453,Electronics,12.51,474
454,Product_454,Electronics,69.29,274
455,Product_455,Furniture,-17.49,571
456,Product_456,Electronics,-10.89,981
457,Product_457,Books,151.86,356
458,Product_458,Books,170.09,858
459,Product_459,Furniture,131.36,474
460,Product_460,Furniture,51.89,484
461,Product_461,Toys,186.42,934
462,Product_462,Furniture,29.29,395
463,Product_463,Books,151.82,48
464,Product_464,Toys,81.84,816
465,Product_465,Electronics,82.71,917
466,Product_466,Books,9.0,921
467,Product_467,Toys,61.04,839
468,Product_468,Electronics,189.66,105
469,Product_469,Furniture,12.71,431
470,Product_470,Clothing,-0.92,839
471,Product_471,Books,50.47,556
472,Product_472,Furniture,165.92,154
473,Product_473,Furniture,68.59,336
474,Product_474,Books,177.1,983
475,Product_475,Furniture,79.07,266
476,Product_476,Clothing,-6.7,24
477,Product_477,Books,78.34,769
478,Product_478,Clothing,29.25,293
479,Product_479,Electronics,-4.73,523
480,Product_480,Electronics,19.35,672
481,Product_481,Clothing,-15.13,714
482,Product_482,Furniture,181.78,763
483,Product_483,Clothing,3.47,768
484,Product_484,Toys,85.24,47
485,Product_485,Electronics,116.33,958
486,Product_486,Furniture,171.07,876
487,Product_487,Books,70.5,718
488,Product_488,Furniture,109.47,364
489,Product_489,Electronics,192.61,806
490,Product_490,Electronics,95.63,407
491,Product_491,Toys,9.96,892
492,Product_492,Electronics,164.21,216
493,Product_493,Books,101.11,805
494,Product_494,Toys,190.16,402
495,Product_495,Toys,-7.49,-6
496,Product_496,Electronics,132.11,615
497,Product_497,Books,-12.38,292
498,Product_498,Toys,143.38,300
499,Product_499,Furniture,23.26,40
500,Product_500,Toys,60.04,611
501,Product_501,Toys,92.64,354
502,Product_502,Electronics,-4.53,463
503,Product_503,Books,180.7,732
504,Product_504,Furniture,72.67,524
505,Product_505,Furniture,115.33,283
506,Product_506,Furniture,89.52,272
507,Product_507,Electronics,126.51,3
508,Product_508,Electronics,164.02,653
509,Product_509,Books,172.96,745
510,Product_510,Clothing,18.01,424
511,Product_511,Electronics,13.16,47
512,Product_512,Toys,190.77,806
513,Product_513,Toys,81.59,6
514,Product_514,Books,54.92,724
515,Product_515,Electronics,55.98,461
516,Product_516,Toys,26.56,943
517,Product_517,Furniture,58.64,91
518,Product_518,Furniture,162.1,505
519,Product_519,Furniture,112.55,306
520,Product_520,Electronics,101.13,511
521,Product_521,Toys,48.38,217
522,Product_522,Books,92.74,263
523,Product_523,Furniture,-7.37,931
524,Product_524,Books,133.47,328
525,Product_525,Furniture,177.15,138
526,Product_526,Electronics,146.37,819
527,Product_527,Books,33.55,505
528,Product_528,Furniture,171.16,979
529,Product_529,Toys,21.85,314
530,Product_530,Furniture,124.15,243
531,Product_531,Toys,-14.24,144
532,Product_532,Toys,46.3,511
533,Product_533,Clothing,37.04,972
534,Product_534,Electronics,179.41,199
535,Product_535,Toys,141.72,515
536,Product_536,Toys,181.2,826
537,Product_537,Books,20.54,471
538,Product_538,Books,191.68,77
539,Product_539,Electronics,163.01,181
540,Product_540,Toys,106.74,464
541,Product_541,Electronics,160.28,240
542,Product_542,Furniture,125.64,407
543,Product_543,Books,83.05,340
544,Product_544,Toys,116.41,805
545,Product_545,Furniture,32.47,434
546,Product_546,Clothing,5.97,375
547,Product_547,Toys,166.37,769
548,Product_548,Toys,97.27,82
549,Product_549,Toys,59.17,110
550,Product_550,Toys,111.68,737
551,Product_551,Electronics,196.47,198
552,Product_552,Furniture,101.36,76
553,Product_553,Electronics,171.13,736
554,Product_554,Books,98.54,210
555,Product_555,Clothing,33.87,124
556,Product_556,Furniture,178.4,465
557,Product_557,Toys,45.56,690
558,Product_558,Toys,190.08,57
559,Product_559,Clothing,121.45,851
560,Product_560,Books,52.22,444
561,Product_561,Books,147.57,112
562,Product_562,Toys,101.71,370
563,Product_563,Books,184.78,820
564,Product_564,Books,72.89,219
565,Product_565,Electronics,113.87,811
566,Product_566,Books,81.08,821
567,Product_567,Toys,54.59,374
568,Product_568,Electronics,46.95,145
569,Product_569,Electronics,4.24,400
570,Product_570,Electronics,-18.84,841
571,Product_571,Books,-13.53,795
572,Product_572,Electronics,-12.27,424
573,Product_573,Clothing,-3.21,336
574,Product_574,Books,92.24,697
575,Product_575,Clothing,194.05,327
576,Product_576,Toys,88.14,473
577,Product_577,Books,148.5,202
578,Product_578,Books,17.09,700
579,Product_579,Books,53.27,870
580,Product_580,Clothing,16.34,669
581,Product_581,Clothing,-19.07,128
582,Product_582,Books,123.74,888
583,Product_583,Clothing,121.81,22
584,Product_584,Furniture,144.06,953
585,Product_585,Books,-6.82,929
586,Product_586,Electronics,115.76,28
587,Product_587,Books,60.93,782
588,Product_588,Furniture,31.59,352
589,Product_589,Toys,13.05,72
590,Product_590,Books,157.5,874
591,Product_591,Electronics,197.23,595
592,Product_592,Clothing,25.36,183
593,Product_593,Books,1.82,948
594,Product_594,Toys,88.5,705
595,Product_595,Clothing,155.96,87
596,Product_596,Clothing,197.37,920
597,Product_597,Toys,-18.6,961
598,Product_598,Toys,10.95,309
599,Product_599,Clothing,76.75,952
600,Product_600,Electronics,-17.2,102
601,Product_601,Electronics,-3.67,416
602,Product_602,Toys,106.34,17
603,Product_603,Clothing,104.23,265
604,Product_604,Furniture,69.14,872
605,Product_605,Furniture,108.12,207
606,Product_606,Furniture,81.77,246
607,Product_607,Furniture,168.26,899
608,Product_608,Furniture,98.52,23
609,Product_609,Electronics,20.01,538
610,Product_610,Electronics,158.32,441
611,Product_611,Toys,-0.07,929
612,Product_612,Toys,131.33,702
613,Product_613,Electronics,74.26,665
614,Product_614,Electronics,163.78,594
615,Product_615,Furniture,164.13,711
616,Product_616,Furniture,14.98,27
617,Product_617,Electronics,137.24,417
618,Product_618,Toys,182.68,327
619,Product_619,Toys,29.03,813
620,Product_620,Furniture,139.05,73
621,Product_621,Toys,66.75,742
622,Product_622,Electronics,98.58,351
623,Product_623,Furniture,141.09,546
624,Product_624,Books,184.31,480
625,Product_625,Furniture,95.54,877
626,Product_626,Clothing,21.7,844
627,Product_627,Clothing,172.78,394
628,Product_628,Clothing,102.75,879
629,Product_629,Toys,151.33,542
630,Product_630,Electronics,108.78,636
631,Product_631,Books,142.57,5
632,Product_632,Furniture,-11.42,851
633,Product_633,Books,93.53,431
634,Product_634,Electronics,165.5,451
635,Product_635,Books,146.3,309
636,Product_636,Furniture,87.24,668
637,Product_637,Furniture,195.01,434
638,Product_638,Furniture,90.57,459
639,Product_639,Books,154.07,867
640,Product_640,Electronics,50.32,71
641,Product_641,Electronics,164.34,502
642,Product_642,Books,104.97,161
643,Product_643,Toys,-2.65,359
644,Product_644,Clothing,6.53,893
645,Product_645,Toys,50.61,385
646,Product_646,Toys,5.09,983
647,Product_647,Electronics,-11.09,723
648,Product_648,Clothing,44.47,544
649,Product_649,Clothing,37.5,130
650,Product_650,Electronics,150.35,645
651,Product_651,Electronics,147.0,756
652,Product_652,Toys,113.8,168
653,Product_653,Clothing,199.88,363
654,Product_654,Books,5.7,201
655,Product_655,Books,96.52,239
656,Product_656,Clothing,149.1,990
657,Product_657,Electronics,159.56,516
658,Product_658,Books,125.44,934
659,Product_659,Furniture,183.8,333
660,Product_660,Clothing,164.05,746
661,Product_661,Furniture,154.22,752
662,Product_662,Electronics,81.88,318
663,Product_663,Furniture,66.04,435
664,Product_664,Clothing,166.65,967
665,Product_665,Furniture,179.05,266
666,Product_666,Books,159.22,477
667,Product_667,Toys,83.36,913
668,Product_668,Toys,176.03,551
669,Product_669,Electronics,71.38,285
670,Product_670,Toys,55.21,662
671,Product_671,Toys,88.18,907
672,Product_672,Books,97.47,227
673,Product_673,Electronics,13.91,566
674,Product_674,Toys,93.95,902
675,Product_675,Electronics,99.81,466
676,Product_676,Electronics,199.48,780
677,Product_677,Toys,180.54,620
678,Product_678,Toys,20.92,863
679,Product_679,Clothing,181.12,432
680,Product_680,Clothing,38.94,401
681,Product_681,Furniture,139.83,946
682,Product_682,Electronics,9.98,933
683,Product_683,Clothing,92.26,367
684,Product_684,Electronics,86.33,143
685,Product_685,Furniture,137.03,231
686,Product_686,Toys,20.93,332
687,Product_687,Furniture,17.58,543
688,Product_688,Toys,184.07,375
689,Product_689,Books,99.14,722
690,Product_690,Electronics,127.02,758
691,Product_691,Electronics,55.68,752
692,Product_692,Books,34.59,19
693,Product_693,Toys,13.3,236
694,Product_694,Furniture,75.12,450
695,Product_695,Clothing,188.91,996
696,Product_696,Furniture,102.7,910
697,Product_697,Electronics,65.94,160
698,Product_698,Furniture,164.15,518
699,Product_699,Books,50.74,519
700,Product_700,Books,-2.65,857
701,Product_701,Toys,83.57,963
702,Product_702,Furniture,195.94,174
703,Product_703,Toys,181.74,633
704,Product_704,Clothing,56.67,203
705,Product_705,Books,9.56,343
706,Product_706,Electronics,94.9,263
707,Product_707,Furniture,170.42,733
708,Product_708,Toys,172.92,304
709,Product_709,Books,71.72,342
710,Product_710,Clothing,90.03,729
711,Product_711,Books,-1.48,306
712,Product_712,Furniture,20.38,49
713,Product_713,Electronics,17.13,-10
714,Product_714,Toys,141.46,575
715,Product_715,Furniture,155.04,915
716,Product_716,Electronics,64.15,645
717,Product_717,Furniture,118.1,48
718,Product_718,Clothing,83.34,54
719,Product_719,Furniture,75.89,901
720,Product_720,Electronics,180.51,700
721,Product_721,Electronics,138.75,270
722,Product_722,Books,135.34,706
723,Product_723,Toys,174.28,336
724,Product_724,Clothing,36.17,747
725,Product_725,Books,147.72,-3
726,Product_726,Electronics,84.71,770
727,Product_727,Books,-7.45,40
728,Product_728,Books,-17.58,287
729,Product_729,Furniture,48.01,231
730,Product_730,Furniture,174.79,536
731,Product_731,Toys,157.94,969
732,Product_732,Clothing,2.1,253
733,Product_733,Toys,110.84,526
734,Product_734,Furniture,161.93,879
735,Product_735,Books,139.04,0
736,Product_736,Toys,109.21,904
737,Product_737,Electronics,58.22,891
738,Product_738,Toys,149.61,68
739,Product_739,Furniture,126.29,150
740,Product_740,Electronics,153.71,303
741,Product_741,Toys,-7.05,673
742,Product_742,Books,115.96,913
743,Product_743,Books,133.86,238
744,Product_744,Toys,30.48,238
745,Product_745,Clothing,91.08,197
746,Product_746,Books,179.78,954
747,Product_747,Books,196.57,623
748,Product_748,Electronics,37.31,944
749,Product_749,Books,157.39,642
750,Product_750,Toys,177.35,363
751,Product_751,Books,153.54,-4
752,Product_752,Clothing,139.82,974
753,Product_753,Clothing,92.81,939
754,Product_754,Toys,92.88,614
755,Product_755,Clothing,195.22,124
756,Product_756,Books,73.13,741
757,Product_757,Toys,165.85,99
758,Product_758,Furniture,44.78,97
759,Product_759,Toys,151.27,262
760,Product_760,Electronics,138.22,182
761,Product_761,Electronics,121.56,547
762,Product_762,Furniture,44.36,799
763,Product_763,Books,33.98,68
764,Product_764,Books,134.52,492
765,Product_765,Clothing,177.5,247
766,Product_766,Furniture,116.42,651
767,Product_767,Furniture,122.06,450
768,Product_768,Electronics,-12.96,383
769,Product_769,Books,117.12,745
770,Product_770,Furniture,26.13,607
771,Product_771,Books,69.49,213
772,Product_772,Books,78.42,635
773,Product_773,Books,118.33,574
774,Product_774,Toys,192.85,233
775,Product_775,Toys,20.93,154
776,Product_776,Toys,62.75,967
777,Product_777,Books,49.46,193
778,Product_778,Electronics,2.38,876
779,Product_779,Electronics,86.36,644
780,Product_780,Clothing,102.83,245
781,Product_781,Toys,149.48,114
782,Product_782,Books,-11.56,67
783,Product_783,Toys,14.11,968
784,Product_784,Books,18.87,437
785,Product_785,Books,169.5,640
786,Product_786,Clothing,89.26,-2
787,Product_787,Furniture,150.32,119
788,Product_788,Furniture,29.36,467
789,Product_789,Books,74.77,210
790,Product_790,Books,43.16,-2
791,Product_791,Clothing,40.41,400
792,Product_792,Electronics,-6.42,599
793,Product_793,Books,-8.64,734
794,Product_794,Furniture,16.44,904
795,Product_795,Electronics,48.78,478
796,Product_796,Furniture,-4.27,581
797,Product_797,Electronics,67.15,689
798,Product_798,Clothing,183.82,96
799,Product_799,Electronics,-8.91,390
