Transaction_ID,Customer_ID,Product_ID,Quantity,Transaction_Date,Total_Amount
99,839,324,1,2022-04-01,176.31
100,510,841,7,2022-02-14,232.11999999999998
101,552,432,3,2022-08-08,561.9000000000001
102,64,32,10,2022-05-06,1341.9
103,831,125,8,2022-11-02,919.52
104,329,537,2,2022-09-25,289.3
105,127,803,8,2022-09-04,902.4
106,886,43,6,2022-09-09,942.54
107,931,844,6,2022-09-15,23.88
108,869,557,1,2022-03-30,125.09
109,652,966,9,2022-10-20,1642.5
110,810,874,1,2022-08-29,-0.53
111,12,722,9,2022-02-04,593.82
112,249,316,3,2022-10-25,24.630000000000003
113,298,469,5,2022-12-04,389.79999999999995
114,60,422,10,2022-02-20,1864.8
115,209,835,7,2022-02-18,-36.82
116,150,262,3,2022-02-03,64.28999999999999
117,374,974,7,2022-01-12,631.54
118,909,116,5,2022-03-17,-98.35000000000001
119,944,339,9,2022-07-11,154.17
120,863,400,1,2022-09-01,153.57
121,2,835,7,2022-05-11,411.81
122,901,787,8,2022-02-11,217.76
123,925,492,9,2022-09-17,-178.92
124,507,955,10,2022-03-09,228.5
125,663,917,4,2022-05-21,24.8
126,490,460,2,2022-08-17,53.8
127,911,513,9,2022-09-17,328.41
128,919,631,10,2022-04-17,1353.1999999999998
129,12,120,5,2022-10-05,841.0
130,223,340,8,2022-06-30,1355.04
131,71,816,6,2022-07-18,146.46
132,458,963,5,2022-04-22,118.9
133,175,256,5,2022-05-02,-32.05
134,592,876,5,2022-04-28,276.2
135,460,327,6,2022-07-25,703.92
136,691,451,4,2022-06-15,44.84
137,27,864,8,2022-04-07,1275.84
138,1000,96,9,2022-10-29,1168.3799999999999
139,10,745,6,2022-07-28,-49.260000000000005
140,807,319,2,2022-02-11,52.0
141,430,625,6,2022-08-19,283.74
142,285,500,5,,35.05
143,480,923,10,2022-03-02,119.0
144,299,503,9,2022-12-05,1492.83
145,281,240,8,2022-11-09,670.72
146,71,579,9,2022-01-04,974.07
147,680,539,10,,1044.2
148,16,404,9,2022-02-11,625.23
149,684,613,9,2022-03-14,1505.79
150,459,399,2,2022-06-29,344.28
151,140,586,10,2022-09-26,
152,688,166,5,2022-08-21,253.45
153,901,31,8,2022-05-08,1172.8
154,597,391,6,2022-04-24,661.02
155,539,219,6,2022-12-06,961.98
156,700,674,1,2022-07-03,-10.7
157,923,685,9,2022-10-14,237.6
158,788,185,2,2022-10-29,193.5
159,926,363,8,2022-12-10,1215.68
160,182,911,7,2022-05-17,712.81
161,912,803,3,2022-01-26,317.25
162,784,191,3,2022-03-07,540.66
163,235,810,5,2022-01-06,-70.19999999999999
164,210,401,5,2022-12-22,745.8499999999999
165,848,119,3,2022-07-19,304.86
166,823,997,10,2022-09-28,1264.8
167,132,2,2,2022-01-05,207.9
168,333,616,1,2022-10-28,17.4
169,962,873,10,2022-04-30,1124.8999999999999
170,31,698,7,2022-08-10,436.09999999999997
171,855,622,10,2022-03-22,18.799999999999997
172,897,255,7,2022-07-02,1308.02
173,338,996,2,2022-06-08,209.92
174,909,765,5,2022-08-31,703.4000000000001
175,746,971,3,2022-01-16,185.04
176,465,297,2,,215.7
177,480,40,8,2022-10-06,397.44
178,582,951,8,2022-07-02,182.64
179,259,218,5,2022-06-05,19.950000000000003
180,408,208,5,2022-08-31,432.9
181,791,242,10,2022-10-25,1235.6
182,359,611,6,2022-04-15,930.5999999999999
183,735,558,5,2022-08-26,24.950000000000003
184,279,579,4,2022-07-18,495.04
185,766,456,1,2022-11-29,111.92
186,339,967,6,2022-09-29,729.78
187,170,178,10,2022-09-25,-7.7
188,971,979,5,2022-05-21,7.800000000000001
189,133,839,3,2022-07-11,493.59000000000003
190,15,816,10,2022-07-20,1815.6
191,688,95,9,2022-06-21,882.0
192,979,846,2,2022-02-03,117.16
193,248,984,8,2022-01-27,488.56
194,427,799,9,2022-03-07,-148.5
195,416,328,8,2022-11-22,453.6
196,831,377,9,2022-07-18,1397.07
197,340,358,2,2022-05-19,396.2
198,608,105,5,2022-12-01,959.9
199,987,390,8,2022-08-30,1004.16
200,3,692,7,2022-05-13,-55.86
201,812,420,3,2022-11-02,329.07
202,81,596,3,2022-05-31,273.63
203,631,670,10,2022-01-15,151.7
204,621,337,4,2022-07-22,596.04
205,525,890,1,2022-10-09,49.54
206,742,856,2,2022-03-01,-2.42
207,740,41,6,2022-03-11,
208,779,507,10,2022-07-11,291.0
209,927,977,4,,626.48
210,342,697,5,2022-03-16,17.4
211,664,868,4,2022-12-05,10.48
212,840,29,10,2022-01-10,643.1
213,817,718,4,2022-06-21,556.24
214,106,864,2,2022-05-11,383.88
215,401,455,7,2022-12-28,469.42
216,570,983,7,2022-07-01,107.45
217,525,667,6,2022-06-06,-34.08
218,553,48,9,2022-02-12,1655.3700000000001
219,684,519,10,2022-10-31,1349.8
220,135,94,7,2022-01-11,
221,98,165,10,,1206.2
222,751,872,4,2022-04-09,6.88
223,239,589,2,2022-06-12,38.54
224,119,933,7,2022-11-04,1125.04
225,892,290,9,,299.16
226,207,606,7,2022-12-15,648.76
227,687,51,9,2022-07-18,1449.72
228,585,797,6,2022-05-04,441.24
229,667,35,2,2022-02-01,
230,68,911,1,2022-10-29,-2.46
231,983,845,2,2022-11-12,182.78
232,776,334,7,2022-11-26,618.66
233,355,307,10,2022-04-19,-63.5
234,912,772,2,2022-09-26,128.46
235,199,155,1,2022-02-17,67.37
236,214,654,9,2022-01-28,1714.23
237,598,932,9,2022-11-16,1665.72
238,871,520,10,2022-11-04,470.3
239,374,565,6,2022-10-21,652.92
240,193,954,8,2022-07-25,1089.2
241,128,251,4,2022-02-26,-11.2
242,64,826,10,2022-03-27,595.3
243,222,533,10,2022-12-13,566.4
244,755,675,7,2022-01-27,1279.53
245,170,634,7,2022-04-20,214.54999999999998
246,850,712,5,2022-11-29,-13.149999999999999
247,248,147,9,2022-12-18,855.4499999999999
248,314,771,7,2022-12-06,496.37
249,506,139,6,2022-02-26,-105.18
250,642,419,3,2022-10-01,423.21
251,473,149,5,2022-07-29,370.90000000000003
252,635,512,9,2022-05-21,643.86
253,818,697,10,2022-10-06,238.29999999999998
254,395,613,9,2022-04-18,1093.05
255,649,872,1,2022-10-10,150.59
256,226,195,8,2022-11-21,-6.4
257,202,602,5,2022-10-16,472.29999999999995
258,995,530,3,2022-06-27,416.37
259,418,321,4,2022-09-11,722.48
260,128,719,5,2022-11-21,842.55
261,328,386,10,2022-03-01,249.4
262,843,905,1,2022-04-16,89.73
263,673,926,3,2022-08-02,552.33
264,727,325,4,2022-12-20,533.4
265,152,481,5,2022-11-11,603.75
266,107,374,5,2022-04-15,438.7
267,417,571,4,2022-02-25,42.88
268,997,366,9,2022-01-03,64.71000000000001
269,798,688,5,2022-04-27,887.05
270,562,284,1,2022-02-03,5.24
271,424,741,2,2022-10-30,345.06
272,579,769,1,2022-03-22,85.5
273,852,428,10,2022-10-22,881.9
274,974,527,8,2022-05-09,1468.08
275,952,117,9,2022-03-12,1723.23
276,808,908,6,2022-01-13,832.92
277,17,823,2,2022-05-19,127.96
278,431,694,1,2022-01-12,31.28
279,272,125,7,2022-04-15,
280,592,710,5,2022-04-05,612.7
281,896,448,4,2022-06-08,8.76
282,481,372,9,2022-08-06,1356.66
283,515,576,4,2022-11-26,740.56
284,83,495,2,2022-02-15,302.92
285,141,954,3,2022-04-07,599.8499999999999
286,307,115,6,2022-02-21,993.06
287,385,443,1,2022-04-20,192.91
288,484,843,7,2022-01-05,-9.1
289,488,356,4,2022-04-30,681.44
290,163,57,4,2022-09-24,238.96
291,67,866,10,2022-10-01,1921.0
292,452,328,2,2022-09-28,16.36
293,2,689,5,2022-05-14,91.0
294,759,27,9,2022-01-12,-177.66
295,585,927,2,2022-11-19,160.08
296,927,895,4,2022-11-07,26.56
297,755,88,3,2022-07-25,557.55
298,367,573,4,2022-04-24,155.76
299,415,762,6,2022-11-15,646.4399999999999
300,932,409,4,2022-04-10,
301,244,949,10,2022-12-07,96.1
302,832,794,7,2022-01-28,
303,703,731,10,2022-05-13,-132.89999999999998
304,211,13,7,2022-02-10,861.84
305,72,93,4,2023-01-01,426.88
306,826,202,10,2022-07-03,1160.9
307,465,693,10,2022-02-20,965.0
308,76,326,3,2022-05-11,507.68999999999994
309,537,850,5,,797.45
310,327,828,6,2022-07-16,561.66
311,909,334,5,2022-09-15,272.35
312,672,100,5,2022-03-10,685.6
313,325,640,8,2022-12-16,793.28
314,767,929,8,2022-01-12,-81.76
315,914,950,3,2022-10-25,
316,572,885,10,2022-03-06,1446.9
317,770,547,9,2022-12-07,390.68999999999994
318,969,873,1,2022-05-17,-4.28
319,776,688,2,2022-06-24,140.7
320,848,259,2,2022-02-18,-7.88
321,433,849,10,2022-07-15,1960.5
322,32,602,1,2022-12-01,152.39
323,798,51,7,2022-10-27,
324,77,134,2,2022-12-30,-6.3
325,763,503,3,2022-12-11,-9.27
326,593,870,3,2022-05-04,233.57999999999998
327,231,617,9,2022-07-12,1559.61
328,423,807,4,2022-11-28,
329,423,321,6,2022-04-25,551.9399999999999
330,467,671,4,2022-06-10,316.8
331,230,204,5,2022-09-04,135.7
332,557,98,8,2022-05-02,87.28
333,817,301,5,2022-11-10,281.6
334,773,575,10,2022-12-02,496.9
335,750,837,10,2022-11-25,1157.8
336,631,962,2,2022-10-25,232.14
337,498,701,4,2022-04-12,282.4
338,767,478,5,2022-01-06,505.15
339,195,244,3,2022-07-25,-30.869999999999997
340,618,861,1,2022-12-11,-16.49
341,942,217,1,2022-03-13,72.0
342,472,480,3,2022-12-07,367.95000000000005
343,4,168,7,2022-10-18,263.2
344,337,673,9,2022-07-05,833.4
345,117,990,1,2022-01-08,144.91
346,906,173,3,2022-01-26,518.73
347,805,337,6,2022-07-14,431.76
348,885,179,8,2022-10-20,937.2
349,827,895,3,2022-06-22,556.74
350,364,281,3,2022-05-07,285.6
351,895,355,4,2022-06-12,608.16
352,979,489,3,2022-09-19,359.58
353,920,897,1,2022-06-21,
354,985,179,3,2022-09-30,
355,479,750,1,2022-10-23,128.05
356,549,916,4,2022-01-29,354.16
357,941,152,3,2022-04-25,519.48
358,469,384,10,2022-08-09,772.0
359,843,97,7,2022-04-30,660.24
360,393,295,9,2022-11-06,1591.11
361,931,768,7,2022-11-28,414.26
362,925,492,7,2022-02-16,
363,392,716,10,2022-08-16,1027.8
364,536,183,5,2022-10-26,
365,816,944,4,2022-12-02,117.84
366,703,40,6,2022-06-07,197.45999999999998
367,840,417,2,2022-05-17,168.24
368,1000,786,7,2022-07-30,745.57
369,936,657,9,2022-04-02,1111.77
370,114,340,7,2022-11-05,530.6700000000001
371,221,395,9,2022-10-30,-50.22
372,100,927,2,2022-07-10,246.7
373,317,674,7,2022-12-03,1359.61
374,896,691,9,2022-12-31,95.04
375,562,337,9,2022-09-09,1570.86
376,276,102,1,2022-08-16,168.42
377,385,237,3,2022-10-23,100.89000000000001
378,322,881,8,2022-12-03,270.56
379,805,184,3,2022-12-07,450.72
380,532,960,1,2022-02-15,-15.59
381,110,194,3,2022-05-20,
382,431,720,2,2022-12-27,290.04
383,266,397,5,2022-08-13,67.0
384,836,476,7,2022-05-22,561.61
385,826,567,6,2022-11-29,429.96
386,292,972,2,2022-03-25,109.7
387,518,204,8,2022-08-27,1580.48
388,184,989,4,2022-11-04,211.08
389,702,308,8,2022-01-07,-77.92
390,115,782,1,2022-11-06,98.45
391,159,2,6,2022-06-30,770.04
392,757,992,3,2022-10-17,241.92000000000002
393,630,632,3,2022-06-12,68.76
394,55,159,8,2022-04-25,1097.12
395,243,743,10,2022-01-29,441.3
396,866,492,6,2022-03-25,422.64
397,650,796,4,2022-12-19,642.24
398,935,567,9,2022-07-22,1253.79
399,427,675,9,2022-06-06,416.79
400,170,246,4,2022-06-30,603.12
401,171,731,3,2022-09-27,15.09
402,901,976,4,2022-09-01,449.8
403,551,940,6,2022-05-15,277.86
404,373,76,5,2022-05-11,343.25
405,745,64,4,2022-07-18,653.6
406,902,307,9,2022-09-11,1210.68
407,29,490,7,2022-05-14,725.13
408,729,129,10,2022-07-31,1595.0
409,469,153,9,2022-01-19,1743.03
410,580,294,8,2022-06-25,1305.44
411,786,735,1,2022-05-06,91.69
412,684,871,8,2022-12-06,642.32
413,866,173,3,2022-06-04,290.79
414,91,733,4,2022-11-25,379.2
415,913,493,9,2022-04-27,338.49
416,533,933,6,2022-07-31,347.1
417,117,944,10,2022-12-16,1788.7
418,610,195,5,2022-12-12,647.3000000000001
419,915,511,1,2022-05-13,120.05
420,665,844,7,2022-07-24,732.34
421,567,883,5,2022-09-15,678.65
422,271,219,3,2022-06-20,352.44
423,254,633,10,2022-11-12,1628.8999999999999
424,875,855,2,2022-05-27,
425,515,63,7,2022-08-07,549.43
426,912,765,10,,1757.0
427,895,371,1,2022-01-12,156.74
428,662,217,9,2022-12-04,-38.97
429,466,561,10,2022-08-23,1510.5
430,904,736,10,2022-02-08,799.9
431,842,172,2,2022-04-22,68.26
432,383,436,10,2022-05-11,616.5
433,430,260,6,2022-05-27,740.46
434,744,549,8,2022-01-03,1468.88
435,679,448,7,2022-01-25,-54.949999999999996
436,928,83,8,2022-09-11,1138.32
437,974,609,3,2022-05-25,409.02
438,990,258,9,2022-10-25,526.23
439,250,524,6,2022-12-27,1135.3799999999999
440,536,612,1,2022-05-18,52.54
441,264,598,9,2022-01-04,554.49
442,91,727,8,2022-06-14,933.52
443,119,585,5,2022-08-17,515.0500000000001
444,668,997,10,2022-09-24,1979.1999999999998
445,636,96,6,2022-12-12,1098.3000000000002
446,326,82,9,2022-03-21,936.4499999999999
447,140,934,5,2022-06-15,398.5
448,964,569,10,2022-07-06,2.2
449,752,710,6,2022-09-19,1191.84
450,774,327,9,2022-11-29,1319.58
451,503,709,2,2022-06-26,53.94
452,654,596,9,2022-02-01,1045.53
453,623,72,6,2022-05-19,261.78000000000003
454,913,170,8,2022-08-10,229.36
455,874,42,4,2022-02-18,270.84
456,716,852,8,2022-12-16,613.84
457,714,237,1,2022-01-15,110.49
458,917,264,4,2022-07-01,328.48
459,474,207,9,2022-09-09,1524.8700000000001
460,8,161,10,,1191.6
461,261,293,6,,816.36
462,820,274,8,2022-03-14,298.0
463,632,558,8,2022-11-26,156.72
464,288,822,7,2022-02-14,-27.93
465,413,907,5,2022-06-14,770.4000000000001
466,6,719,4,2022-02-03,
467,676,869,9,2022-07-07,811.26
468,277,929,8,2022-09-30,1100.8
469,577,847,1,2022-03-25,4.6
470,408,262,9,,1613.79
471,142,719,4,2022-05-26,378.24
472,696,724,4,2022-09-06,-24.52
473,819,996,7,2022-10-17,1281.77
474,98,778,2,2022-08-31,
475,365,190,6,2022-03-29,618.12
476,858,664,5,2022-03-20,757.5
477,315,211,2,2022-09-13,210.56
478,678,834,7,2022-07-04,1041.39
479,326,77,6,2022-12-05,377.76
480,625,306,3,2022-10-07,416.28
481,688,440,6,2022-10-10,755.88
482,9,473,8,2022-05-12,1271.28
483,58,707,3,2022-06-19,530.37
484,28,477,2,2022-03-13,6.62
485,540,682,10,2022-11-27,1408.3000000000002
486,800,317,8,2022-08-30,1087.36
487,698,260,6,2022-05-28,203.64
488,270,57,6,2022-03-28,1142.8799999999999
489,719,487,1,2022-08-06,101.13
490,439,60,10,2022-07-26,1051.6
491,730,576,4,2022-08-18,463.84
492,315,982,4,2022-01-29,-25.16
493,266,316,4,2022-12-04,615.36
494,47,960,7,2022-07-07,-50.47
495,72,68,4,2022-01-12,277.64
496,120,15,4,2022-01-19,769.8
497,11,107,5,2022-04-13,435.75
498,787,997,4,2022-10-24,333.6
499,900,669,7,2022-09-30,711.9699999999999
500,224,955,9,2022-08-20,571.3199999999999
501,259,8,7,2022-01-02,1068.83
502,24,101,4,2022-08-13,351.6
503,179,983,8,2022-12-10,729.44
504,719,383,4,2022-04-22,522.48
505,631,652,4,2022-05-05,341.52
506,603,411,1,2022-02-14,56.03
507,710,57,2,2022-08-02,351.76
508,571,139,3,2022-10-02,373.38
509,235,973,10,2022-01-03,187.10000000000002
510,48,913,7,2022-01-05,779.73
511,801,836,4,2022-08-10,431.12
512,544,150,5,2022-04-29,731.2
513,626,279,3,2022-09-01,118.14000000000001
514,70,74,10,2022-06-29,
515,216,128,9,2022-08-31,98.91
516,207,526,4,,237.88
517,464,808,8,2022-10-03,-46.72
518,910,697,8,2022-08-03,
519,668,568,5,2022-09-25,651.5999999999999
520,338,697,7,2022-07-08,605.01
521,844,93,8,2022-02-22,511.52
522,453,953,8,2022-03-04,64.8
523,914,188,4,2022-04-21,-53.28
524,770,438,9,2022-06-27,1774.3500000000001
525,309,974,5,2022-06-28,679.5
526,438,950,7,2022-07-04,190.96
527,378,544,3,2022-08-29,-22.44
528,568,359,6,2022-11-10,73.32000000000001
529,661,665,2,2022-07-06,389.2
530,366,486,3,2022-10-05,18.57
531,355,933,2,2022-08-15,238.42
532,927,515,8,2022-06-05,1223.52
533,880,212,1,2022-08-07,152.88
534,558,8,4,2022-05-24,210.44
535,229,847,10,2022-04-09,877.2
536,103,828,2,2022-06-05,282.54
537,259,252,4,2022-02-09,
538,685,686,1,2022-11-09,7.54
539,252,727,3,2022-07-11,46.38
540,995,750,2,2022-03-25,65.08
541,877,711,8,2022-12-30,575.92
542,590,775,10,2022-11-15,1602.6
543,257,935,2,2022-09-03,222.08
544,868,813,7,2022-12-26,320.10999999999996
545,178,820,5,2022-03-26,132.55
546,117,670,1,2022-09-24,164.52
547,615,740,7,2022-04-02,1298.78
548,144,1,2,2022-04-02,
549,146,461,2,2022-10-25,206.78
550,385,503,7,2022-11-29,707.35
551,985,135,6,2022-12-12,416.82
552,657,702,4,2022-12-23,736.32
553,402,78,9,2022-04-04,358.83
554,698,475,8,2022-07-07,416.16
555,586,147,8,2022-03-30,931.92
556,997,907,10,2022-11-01,-146.9
557,274,619,7,2022-10-13,-3.5
558,662,573,8,2022-08-11,1279.44
559,665,890,6,2022-03-29,472.68
560,725,265,5,2022-11-26,93.65
561,758,740,2,2022-05-12,363.14
562,706,762,3,2022-08-25,280.40999999999997
563,257,550,9,2022-04-23,856.08
564,458,687,6,2022-02-17,660.72
565,918,974,5,2022-04-05,
566,585,874,2,2022-07-23,26.04
567,521,529,10,,899.9
568,52,993,6,2022-09-20,1001.46
569,852,665,6,2022-10-31,966.42
570,366,388,5,2022-04-02,854.75
571,113,487,5,2022-07-04,490.79999999999995
572,670,83,1,2022-10-20,182.25
573,712,291,3,,-7.98
574,36,777,7,2022-05-10,-119.28
575,662,767,2,2022-07-22,61.24
576,486,26,10,2022-06-18,1937.6
577,355,600,5,2022-12-31,507.9
578,756,9,3,2022-05-10,467.52
579,900,177,6,2022-03-05,-67.08
580,832,28,10,2022-10-13,291.1
581,224,613,5,2022-03-06,53.099999999999994
582,902,440,4,2022-11-12,32.08
583,801,200,7,2022-03-13,290.84999999999997
584,295,695,1,2022-04-21,-10.87
585,4,684,3,2022-03-19,452.46
586,143,444,9,2022-09-26,290.96999999999997
587,396,196,3,2022-11-11,105.53999999999999
588,509,894,10,2022-05-18,884.9
589,857,532,4,2022-06-16,380.68
590,989,695,7,2022-11-23,996.59
591,585,274,6,2022-04-22,497.34000000000003
592,310,530,8,2022-08-14,1131.76
593,161,711,7,2022-09-06,935.8999999999999
594,783,227,7,2022-06-19,15.540000000000001
595,221,838,4,2022-09-06,245.4
596,427,782,8,2022-01-07,1042.64
597,31,229,6,2022-05-29,-119.52000000000001
598,756,444,10,2022-04-09,216.29999999999998
599,766,904,2,2022-07-11,157.48
600,660,296,4,2022-03-20,
601,625,978,7,,413.84
602,629,735,10,2022-11-19,1815.0
603,385,56,3,2022-11-21,236.31
604,485,395,2,2022-01-04,351.26
605,567,952,3,2022-09-22,175.95
606,37,502,10,2022-02-26,1241.5
607,390,542,9,2022-04-13,1226.7
608,883,299,1,2022-08-18,9.01
609,870,441,3,2022-12-14,235.11
610,758,332,6,2022-04-05,-73.67999999999999
611,905,442,6,2022-11-06,-109.97999999999999
612,479,676,10,2022-06-22,-184.20000000000002
613,251,2,5,2022-07-02,
614,721,173,4,2022-06-22,31.92
615,888,562,3,2022-12-26,548.76
616,513,718,6,2022-02-21,396.78
617,976,699,9,2022-07-07,598.68
618,239,510,10,2022-06-07,1861.6
619,377,626,10,2022-08-25,94.2
620,268,835,10,2022-11-27,390.4
621,268,25,6,2022-04-19,898.5
622,791,216,8,2022-09-30,1157.84
623,863,52,4,2022-01-22,499.88
624,849,90,5,2022-12-12,964.4
625,918,989,3,2022-10-22,197.19
626,710,997,3,2022-06-30,520.59
627,652,794,6,2022-01-26,393.78
628,279,625,3,2022-12-12,69.27
629,387,574,1,2022-08-22,64.49
630,395,461,3,2022-11-26,342.0
631,238,694,4,2022-12-21,185.2
632,252,41,5,2022-10-12,491.55
633,583,620,6,2022-10-18,594.12
634,438,353,5,2022-12-11,630.3499999999999
635,946,333,3,2022-03-05,266.85
636,367,368,10,2022-10-12,799.3000000000001
637,570,253,1,2022-06-12,123.15
638,212,478,6,2022-08-07,381.29999999999995
639,861,290,9,2022-11-18,349.11
640,517,37,6,2022-05-02,567.3
641,159,851,3,2022-01-20,399.45000000000005
642,817,475,8,2022-08-30,1334.72
643,48,666,8,2022-07-11,75.84
644,888,317,1,2022-09-01,45.1
645,413,604,7,,653.73
646,587,688,9,2022-05-29,704.61
647,810,113,8,2022-09-24,650.96
648,646,52,9,2022-03-24,1216.44
649,529,585,6,2022-03-01,256.98
650,514,514,8,2022-04-07,550.4
651,686,345,1,2022-11-15,149.48
652,958,298,3,2022-09-08,124.28999999999999
653,468,33,8,2022-01-24,832.48
654,189,648,2,,-18.26
655,959,57,3,2022-08-21,341.96999999999997
656,449,810,4,2022-01-10,754.4
657,464,263,9,2022-01-30,1024.92
658,672,198,3,2022-06-18,-19.950000000000003
659,639,308,6,2022-06-04,257.1
660,912,379,6,2022-04-28,420.18
661,472,558,3,2022-08-23,
662,43,365,3,2022-03-16,420.45000000000005
663,89,856,2,2022-11-10,174.08
664,603,814,7,2022-03-27,
665,648,498,3,2022-01-03,315.69
666,142,718,9,2022-12-27,1532.8799999999999
667,107,494,3,2022-06-17,550.23
668,623,293,1,2022-03-04,102.64
669,334,247,5,2022-12-26,-57.55
670,918,296,7,2022-03-20,827.96
671,270,395,3,2022-04-05,
672,833,352,7,2022-10-21,179.41
673,610,827,7,2022-11-25,943.8100000000001
674,327,611,1,2022-04-13,4.86
675,87,934,1,,69.36
676,327,282,3,2022-02-05,445.5
677,647,544,5,2022-05-16,-68.60000000000001
678,26,138,8,2022-12-24,1233.2
679,436,293,9,2022-06-21,-28.169999999999998
680,829,525,10,2022-08-30,1847.7
681,356,451,9,2022-01-08,447.48
682,364,880,1,2022-11-19,139.67
683,394,712,10,2022-02-23,1270.4
684,496,778,7,2022-12-01,1175.0900000000001
685,527,581,1,2022-04-26,89.24
686,321,85,5,2022-04-02,-52.300000000000004
687,790,903,4,2022-07-09,692.88
688,151,53,4,2022-04-10,685.52
689,323,188,5,2022-03-20,
690,954,843,4,2022-12-12,248.6
691,897,392,3,2022-01-27,504.27
692,895,306,10,2022-11-18,463.2
693,105,559,6,2022-03-28,385.14
694,865,420,7,2022-11-26,710.2199999999999
695,32,884,9,2022-05-16,1084.32
696,329,549,1,2022-12-05,142.34
697,904,296,7,2022-12-16,38.080000000000005
698,226,24,3,2022-07-27,109.89000000000001
699,378,205,7,2022-07-08,948.01
700,86,612,7,2022-08-08,697.06
701,246,915,3,2022-03-29,416.18999999999994
702,402,71,7,2022-11-21,210.84
703,330,871,3,2022-12-28,449.76
704,50,825,3,2022-06-30,3.66
705,254,680,3,2022-06-28,460.43999999999994
706,742,57,9,2022-10-17,1751.8500000000001
707,868,176,7,2022-07-29,515.5500000000001
708,733,909,6,2022-01-30,210.66
709,901,861,7,2022-09-20,-38.5
710,732,573,9,2022-05-29,-154.53000000000003
